speed_rpm,omega_e_rad_s,target_torque_nm,vmax_v,imax_a,id_zero_id_a,id_zero_iq_a,id_zero_torque_nm,id_zero_current_a,id_zero_voltage_v,id_zero_voltage_margin_v,id_zero_current_margin_a,id_zero_copper_loss_w,id_zero_feasible,min_current_target_id_a,min_current_target_iq_a,min_current_target_torque_nm,min_current_target_current_a,min_current_target_voltage_v,min_current_target_voltage_margin_v,min_current_target_current_margin_a,min_current_target_copper_loss_w,min_current_target_feasible,max_feasible_torque_id_a,max_feasible_torque_iq_a,max_feasible_torque_torque_nm,max_feasible_torque_current_a,max_feasible_torque_voltage_v,max_feasible_torque_voltage_margin_v,max_feasible_torque_current_margin_a,max_feasible_torque_copper_loss_w,max_feasible_torque_feasible
5750.0,2408.554367752175,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,190.56965504885105,17.276441859414263,0.08462915787379188,3546.6899999999987,True
6000.0,2513.2741228718346,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,198.5223642384215,9.323732669843821,0.08462915787379188,3546.6899999999987,True
6250.0,2617.993877991494,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-166.0,200.0,98.00807999999999,259.9153708421262,206.47528506507027,1.3708118431950425,0.08462915787379188,3546.6899999999987,True
6500.0,2722.713633111154,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-174.0,192.0,96.6601728,259.1138745802702,207.19569788444127,0.6503990238240362,0.8861254197298081,3524.85,True
6750.0,2827.4333882308138,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-182.0,184.0,95.14837440000001,258.80494585691366,207.30068768696293,0.5454092213023785,1.1950541430863382,3516.4500000000003,True
7000.0,2932.1531433504733,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-190.0,176.0,93.46992,258.9903473104741,206.78510812515682,1.0609887831084848,1.0096526895259217,3521.4899999999993,True
7250.0,3036.8728984701334,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-196.0,170.0,92.10004799999999,259.4532713226025,207.70758295367216,0.13851395459315086,0.546728677397482,3534.09,True
7500.0,3141.5926535897934,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,162.0,89.13072,257.37909783041823,206.11833329230763,1.7277636159576844,2.6209021695817682,3477.81,True
7750.0,3246.312408709453,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,156.0,86.11968000000002,253.64542179980305,206.23338958987662,1.6127073183886864,6.354578200196954,3377.6400000000003,True
8000.0,3351.0321638291125,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,150.0,83.1,250.0,205.95580737827234,1.8902895299929696,10.0,3281.25,True
