variant,psi_scale,ld_scale,lq_scale,vdc_scale,imax_scale,psi_f_wb,ld_h,lq_h,saliency_ratio,vdc_v,imax_a,score,low_peak_id_a,low_peak_iq_a,low_peak_torque_nm,low_peak_current_a,low_peak_voltage_v,low_peak_voltage_margin_v,low_peak_current_margin_a,low_peak_copper_loss_w,low_peak_feasible,high_target_id_a,high_target_iq_a,high_target_torque_nm,high_target_current_a,high_target_voltage_v,high_target_voltage_margin_v,high_target_current_margin_a,high_target_copper_loss_w,high_target_feasible,high_max_id_a,high_max_iq_a,high_max_torque_nm,high_max_current_a,high_max_voltage_v,high_max_voltage_margin_v,high_max_current_margin_a,high_max_copper_loss_w,high_max_feasible
psi0.85_ld1.00_lq1.00_vdc1.15_imax1.00,0.85,1.0,1.0,1.15,1.0,0.04675,0.00018,0.00042,2.3333333333333335,413.99999999999994,260.0,-4.076845144965967,-136.0,210.0,100.0314,250.1919263285688,44.916456402314,194.10655504219108,9.808073671431202,3286.2899999999995,True,-200.0,106.0,60.260999999999996,226.35370551417972,237.89667658947104,1.126334855034031,33.64629448582028,2689.8899999999994,True,-236.0,108.0,66.99672,259.53805116013336,237.60894955624258,1.414061888262495,0.46194883986663626,3536.399999999999,True
psi0.85_ld0.80_lq1.00_vdc1.00_imax1.15,0.85,0.8,1.0,1.0,1.15,0.04675,0.000144,0.00042,2.9166666666666665,360.0,299.0,-4.138611029675813,-133.0,200.0,100.1496,240.18534509832193,43.95195371934809,163.8941431889172,58.81465490167807,3028.6724999999997,True,-243.0,88.0,60.095904,258.44341740504825,203.99450193794112,3.851594970324186,40.55658259495175,3506.6324999999997,True,-283.0,92.0,68.921616,297.578561055732,206.84027492575683,1.005821982508479,1.4214389442680044,4649.032500000001,True
psi1.00_ld0.80_lq1.60_vdc1.00_imax1.15,1.0,0.8,1.6,1.0,1.15,0.055,0.000144,0.0006720000000000001,4.666666666666667,360.0,299.0,-4.472406683379221,-101.0,154.0,100.09507200000002,184.16568627190028,51.932739544220816,155.9133573640445,114.83431372809972,1780.6425000000004,True,-261.0,52.0,60.156096000000005,266.1296676434253,205.25661759164453,2.589479316620782,32.87033235657469,3718.3125000000005,True,-293.0,54.0,67.944096,297.9345565724124,203.73750098523354,4.108595923031771,1.0654434275875815,4660.1625,True
psi0.70_ld1.00_lq1.30_vdc1.15_imax1.15,0.7,1.0,1.3,1.15,1.15,0.0385,0.00018,0.000546,3.033333333333333,413.99999999999994,299.0,-4.67138344522154,-143.0,184.0,100.28515200000001,233.03433223454437,48.539612846936656,190.48339859756842,65.96566776545563,2851.0125000000007,True,-221.0,84.0,60.17054400000001,236.4254639415983,238.2982248897266,0.7247865547784613,62.57453605840169,2934.5924999999997,True,-287.0,80.0,68.90016,297.9412693803932,238.18360189900685,0.8394095454982278,1.0587306196068198,4660.3725,True
psi0.70_ld0.80_lq1.60_vdc1.00_imax1.15,0.7,0.8,1.6,1.0,1.15,0.0385,0.000144,0.0006720000000000001,4.666666666666667,360.0,299.0,-4.724431375820226,-127.0,158.0,100.06708800000001,202.71408436514716,50.88275971962429,156.96333718864102,96.28591563485284,2157.3825,True,-255.0,58.0,60.252720000000004,261.51290599127225,205.13366628408554,2.712430624179774,37.48709400872775,3590.4224999999997,True,-293.0,58.0,67.234992,298.6854532781936,206.8311843840216,1.014912524243698,0.31454672180638,4683.682499999998,True
psi1.00_ld1.00_lq1.60_vdc1.00_imax1.00,1.0,1.0,1.6,1.0,1.0,0.055,0.00018,0.0006720000000000001,3.7333333333333334,360.0,260.0,-4.749023278557326,-106.0,156.0,100.294272,188.60540819393276,51.849294446495136,155.9968024617702,71.39459180606724,1867.5299999999997,True,-252.0,56.0,60.138624,258.14724480420085,204.29751618682263,3.5485807214426757,1.8527551957991477,3498.5999999999995,True,-252.0,56.0,60.138624,258.14724480420085,204.29751618682263,3.5485807214426757,1.8527551957991477,3498.5999999999995,True
psi0.85_ld0.80_lq1.30_vdc1.00_imax1.00,0.85,0.8,1.3,1.0,1.0,0.04675,0.000144,0.000546,3.791666666666667,360.0,260.0,-4.781923344711318,-122.0,174.0,100.008936,212.5088233462319,47.71931394187785,160.12678296638745,47.49117665376809,2370.8999999999996,True,-250.0,68.0,60.078,259.0829982843336,203.35770025297663,4.488396655288682,0.9170017156664017,3524.0099999999998,True,-250.0,68.0,60.078,259.0829982843336,203.35770025297663,4.488396655288682,0.9170017156664017,3524.0099999999998,True
psi0.85_ld1.00_lq1.60_vdc1.00_imax1.15,0.85,1.0,1.6,1.0,1.15,0.04675,0.00018,0.0006720000000000001,3.7333333333333334,360.0,299.0,-4.853396179968479,-117.0,160.0,100.14144000000002,198.2145302443794,51.78534084363096,156.06075606463435,100.7854697556206,2062.672499999999,True,-257.0,58.0,60.27151200000001,263.46346995361614,204.9589970882338,2.8870998200315228,35.53653004638386,3644.1825,True,-291.0,58.0,66.092856,296.7237772744207,207.7671521901165,0.07894471814881854,2.2762227255793164,4622.3625,True
psi0.85_ld1.20_lq1.30_vdc1.15_imax1.15,0.85,1.2,1.3,1.15,1.15,0.04675,0.00021600000000000002,0.000546,2.5277777777777777,413.99999999999994,299.0,-4.923577223783591,-127.0,188.0,100.00847999999999,226.87661845152752,49.659007722569555,189.36400372193552,72.12338154847248,2702.3325000000004,True,-221.0,84.0,60.31872,236.4254639415983,238.28113866828866,0.741872776216411,62.57453605840169,2934.5924999999997,True,-279.0,80.0,66.6336,290.2430016382824,238.3936697813794,0.6293416631256719,8.756998361717592,4422.6525,True
psi1.00_ld1.20_lq1.60_vdc1.00_imax1.15,1.0,1.2,1.6,1.0,1.15,0.055,0.00021600000000000002,0.0006720000000000001,3.111111111111111,360.0,299.0,-5.401101918570374,-111.0,158.0,100.123968,193.0932417253385,51.786742133587296,156.059354774678,105.90675827466151,1957.4624999999996,True,-259.0,58.0,60.240192,265.41476974727686,204.99772482683568,2.8483720814296305,33.585230252723136,3698.3625,True,-283.0,58.0,64.04870399999999,288.88232898535,207.82116049677663,0.024936411488681642,10.11767101465,4381.282499999999,True
psi0.85_ld1.20_lq1.30_vdc1.15_imax1.00,0.85,1.2,1.3,1.15,1.0,0.04675,0.00021600000000000002,0.000546,2.5277777777777777,413.99999999999994,260.0,-5.7109842223534795,-130.0,186.0,100.0494,226.92730113408567,49.22194798758647,189.8010634569186,33.07269886591433,2703.54,True,-220.0,84.0,60.1524,235.49097647256042,238.23942566685855,0.7835857776465218,24.50902352743958,2911.439999999999,True,-246.0,82.0,62.941559999999996,259.3067681338071,235.4797563101793,3.5432551343257614,0.6932318661928889,3530.1000000000004,True
psi0.85_ld1.20_lq1.00_vdc1.15_imax1.15,0.85,1.2,1.0,1.15,1.15,0.04675,0.00021600000000000002,0.00042,1.9444444444444444,413.99999999999994,299.0,-5.742750406416707,-139.0,222.0,100.04119200000001,261.92556194461054,46.340198962790886,192.6828124817142,37.074438055389464,3601.7625000000003,True,-225.0,108.0,60.0372,249.57764322951687,235.94378785092178,3.0792235935832935,49.422356770483134,3270.1725,True,-279.0,104.0,64.687584,297.75325355065394,238.16555387630083,0.8574575682042394,1.2467464493460625,4654.4925,True
psi0.85_ld0.80_lq1.60_vdc1.00_imax1.00,0.85,0.8,1.6,1.0,1.0,0.04675,0.000144,0.0006720000000000001,4.666666666666667,360.0,260.0,-6.039940886069424,-114.0,156.0,100.097712,193.21490625725542,51.23092869967456,156.61516820859075,66.78509374274458,1959.9299999999996,True,-250.0,56.0,60.06,256.1952380509833,205.67810179433474,2.167995113930573,3.804761949016722,3445.889999999999,True,-252.0,56.0,60.414816,258.14724480420085,205.3561939698816,2.4899029383837217,1.8527551957991477,3498.5999999999995,True
psi0.70_ld1.00_lq1.00_vdc1.15_imax1.15,0.7,1.0,1.0,1.15,1.15,0.0385,0.00018,0.00042,2.3333333333333335,413.99999999999994,299.0,-6.142625695683675,-147.0,226.0,100.04568,269.60155785900054,46.73592612679108,192.287085317714,29.398442140999464,3815.9625000000005,True,-227.0,108.0,60.25104,251.38217916153087,236.08762714018874,2.9353843043163295,47.61782083846913,3317.6324999999997,True,-273.0,106.0,66.15671999999999,292.85662020859286,238.58629680663063,0.4367146378744451,6.143379791407142,4502.6625,True
psi0.70_ld1.00_lq1.30_vdc1.15_imax1.00,0.7,1.0,1.3,1.15,1.0,0.0385,0.00018,0.000546,3.033333333333333,413.99999999999994,260.0,-6.221542726401589,-140.0,186.0,100.14984,232.80034364235806,48.95381281579778,190.06919862870728,27.199656357641942,2845.29,True,-222.0,84.0,60.355008,237.36048533822978,238.34820217090666,0.674809273598413,22.63951466177022,2957.8499999999995,True,-246.0,82.0,63.239712,259.3067681338071,235.12108112035165,3.901930324153426,0.6932318661928889,3530.1000000000004,True
psi0.85_ld0.80_lq1.00_vdc1.00_imax1.00,0.85,0.8,1.0,1.0,1.0,0.04675,0.000144,0.00042,2.9166666666666665,360.0,260.0,-6.224795951039418,-136.0,198.0,100.13176800000001,240.20824298928628,43.62238502780442,164.22371188046088,19.791757010713724,3029.25,True,-244.0,88.0,60.241631999999996,259.3838853899756,203.80840085930473,4.0376960489605835,0.6161146100243968,3532.2,True,-244.0,88.0,60.241631999999996,259.3838853899756,203.80840085930473,4.0376960489605835,0.6161146100243968,3532.2,True
psi1.00_ld1.00_lq1.30_vdc1.00_imax1.15,1.0,1.0,1.3,1.0,1.15,0.055,0.00018,0.000546,3.033333333333333,360.0,299.0,-6.920140412982407,-115.0,172.0,100.19688000000001,206.90335908341362,47.916403622544706,159.9296932857206,92.09664091658638,2247.4725,True,-251.0,70.0,61.68372000000001,260.5782032327339,207.47295732124772,0.3731395870175902,38.42179676726607,3564.802499999999,True,-289.0,70.0,67.52508,297.3566881709574,202.97934632309568,4.866750585169626,1.6433118290426023,4642.102499999998,True
psi1.00_ld0.80_lq1.30_vdc1.00_imax1.15,1.0,0.8,1.3,1.0,1.15,0.055,0.000144,0.000546,3.791666666666667,360.0,299.0,-6.949830268204138,-113.0,166.0,100.02429599999999,200.81085628023203,47.35772593978083,160.48837096848447,98.18914371976797,2117.0625000000005,True,-253.0,64.0,60.175104000000005,260.969346858975,207.78699517646945,0.05910173179586309,38.03065314102503,3575.5125000000003,True,-291.0,66.0,68.104872,298.390683500675,203.0929169618309,4.753179946434415,0.6093164993250184,4674.442499999999,True
psi1.00_ld0.80_lq1.00_vdc1.00_imax1.15,1.0,0.8,1.0,1.0,1.15,0.055,0.000144,0.00042,2.9166666666666665,360.0,299.0,-7.367107623574215,-119.0,190.0,100.14215999999999,224.18965185752887,43.81602460871606,164.03007229954926,74.81034814247113,2638.7025,True,-247.0,82.0,60.60062399999999,260.2556435507211,207.71597453183952,0.1301223764257884,38.74435644927888,3555.9825000000005,True,-285.0,86.0,68.96856,297.6927946726289,205.03815672751853,2.807940180746783,1.3072053273710935,4652.602499999998,True
psi0.70_ld0.80_lq1.30_vdc1.00_imax1.15,0.7,0.8,1.3,1.0,1.15,0.0385,0.000144,0.000546,3.791666666666667,360.0,299.0,-7.535197628386886,-135.0,180.0,100.1916,225.0,48.06394762128762,159.7821492869777,74.0,2657.8124999999995,True,-251.0,72.0,60.221664000000004,261.1225765804252,206.8878045366522,0.958292371613112,37.877423419574825,3579.7125000000005,True,-285.0,72.0,66.12624000000001,293.95407804621453,207.83145066638238,0.014646241882928734,5.0459219537854665,4536.472499999999,True
psi1.00_ld1.00_lq1.00_vdc1.00_imax1.15,1.0,1.0,1.0,1.0,1.15,0.055,0.00018,0.00042,2.3333333333333335,360.0,299.0,-7.630400186248545,-115.0,202.0,100.1112,232.44139046219803,44.99750537254287,162.84859153572245,66.55860953780197,2836.5225000000005,True,-241.0,90.0,60.9336,257.25668115716644,207.76740709451386,0.07868981375145268,41.74331884283356,3474.5024999999996,True,-283.0,92.0,67.85184000000001,297.578561055732,205.49371197289017,2.3523849353751416,1.4214389442680044,4649.032500000001,True
psi0.85_ld1.00_lq1.30_vdc1.00_imax1.15,0.85,1.0,1.3,1.0,1.15,0.04675,0.00018,0.000546,3.033333333333333,360.0,299.0,-7.758504238848522,-123.0,182.0,100.21065600000001,219.66565503054863,48.864372267456396,158.98172464080892,79.33434496945137,2533.2825,True,-253.0,72.0,60.198336,263.0456234192084,206.63779114711383,1.208305761151479,35.954376580791575,3632.6325,True,-289.0,70.0,64.06008,297.3566881709574,203.6535250464741,4.192571861791208,1.6433118290426023,4642.102499999998,True
psi1.00_ld1.20_lq1.30_vdc1.00_imax1.15,1.0,1.2,1.3,1.0,1.15,0.055,0.00021600000000000002,0.000546,2.5277777777777777,360.0,299.0,-7.7982464666908236,-111.0,182.0,100.05995999999999,213.17832910500073,49.458680076539665,158.38741683172566,85.82167089499927,2385.8625,True,-255.0,72.0,60.11279999999999,264.9698096010185,206.53952337495613,1.3065735333091766,34.03019039898152,3685.9725,True,-289.0,70.0,63.1554,297.3566881709574,205.21343835911162,2.632658549153689,1.6433118290426023,4642.102499999998,True
psi1.00_ld1.00_lq1.30_vdc1.00_imax1.00,1.0,1.0,1.3,1.0,1.0,0.055,0.00018,0.000546,3.033333333333333,360.0,260.0,-8.511398221154291,-112.0,174.0,100.21564800000002,206.92993983471797,48.361497990771255,159.48459891749405,53.07006016528203,2248.0500000000006,True,-250.0,70.0,61.53,259.61509971494337,207.6668951294196,0.17920177884570876,0.38490028505663076,3538.4999999999995,True,-250.0,70.0,61.53,259.61509971494337,207.6668951294196,0.17920177884570876,0.38490028505663076,3538.4999999999995,True
psi1.00_ld1.00_lq1.00_vdc1.00_imax1.00,1.0,1.0,1.0,1.0,1.0,0.055,0.00018,0.00042,2.3333333333333335,360.0,260.0,-9.201668342565148,-122.0,198.0,100.12464000000001,232.568269546815,44.27758178522463,163.56851512304067,27.431730453184997,2839.6200000000003,True,-242.0,90.0,61.063199999999995,258.1937257177254,207.53460525083045,0.31149165743485696,1.8062742822746145,3499.86,True,-242.0,90.0,61.063199999999995,258.1937257177254,207.53460525083045,0.31149165743485696,1.8062742822746145,3499.86,True
psi0.85_ld1.00_lq1.00_vdc1.00_imax1.15,0.85,1.0,1.0,1.0,1.15,0.04675,0.00018,0.00042,2.3333333333333335,360.0,299.0,-10.363859624929619,-133.0,212.0,100.06824,250.2658586383688,45.2560203168215,162.59007659144382,48.7341413616312,3288.2324999999996,True,-249.0,94.0,60.071639999999995,266.1522120892479,207.57006653319493,0.276030375070377,32.84778791075212,3718.9424999999987,True,-283.0,92.0,63.29784,297.578561055732,204.90901185146646,2.93708505679885,1.4214389442680044,4649.032500000001,True
psi1.00_ld1.20_lq1.00_vdc1.00_imax1.15,1.0,1.2,1.0,1.0,1.15,0.055,0.00021600000000000002,0.00042,1.9444444444444444,360.0,299.0,-10.40685066975215,-109.0,216.0,100.09785600000001,241.9442084448396,46.674892372449285,161.17120453581603,57.0557915551604,3073.192499999999,True,-253.0,94.0,60.129168,269.89812893015767,207.36485357801746,0.4812433302478496,29.101871069842332,3824.3625,True,-283.0,92.0,62.228064,297.578561055732,205.98591712276522,1.8601797855000939,1.4214389442680044,4649.032500000001,True
psi0.70_ld0.80_lq1.00_vdc1.00_imax1.15,0.7,0.8,1.0,1.0,1.15,0.0385,0.000144,0.00042,2.9166666666666665,360.0,299.0,-10.712268326872778,-151.0,208.0,100.05964799999998,257.0311265197272,44.2520448920337,163.59405201623161,41.968873480272805,3468.4125000000004,True,-249.0,94.0,60.474335999999994,266.1522120892479,207.8255592351381,0.020537673127222433,32.84778791075212,3718.9424999999987,True,-283.0,92.0,64.367616,297.578561055732,204.29145831062013,3.55463859764518,1.4214389442680044,4649.032500000001,True
psi1.00_ld0.80_lq1.00_vdc1.00_imax1.00,1.0,0.8,1.0,1.0,1.0,0.055,0.000144,0.00042,2.9166666666666665,360.0,260.0,-500000.0,-112.0,194.0,100.00156799999999,224.0089283934906,44.49910523112775,163.34699167713757,35.991071606509394,2634.45,True,,,,,,,,,False,-246.0,80.0,58.990080000000006,258.68127106537884,204.3241260141264,3.521970894138917,1.3187289346211628,3513.0899999999992,True
psi1.00_ld0.80_lq1.30_vdc1.00_imax1.00,1.0,0.8,1.3,1.0,1.0,0.055,0.000144,0.000546,3.791666666666667,360.0,260.0,-500000.0,-110.0,168.0,100.01375999999999,200.80836635957178,47.78646862363862,160.05962828462668,59.19163364042822,2117.0099999999998,True,,,,,,,,,False,-252.0,62.0,58.145088,259.5149321330085,203.2067185941749,4.639378314090408,0.48506786699152826,3535.7699999999995,True
psi1.00_ld0.80_lq1.60_vdc1.00_imax1.00,1.0,0.8,1.6,1.0,1.0,0.055,0.000144,0.0006720000000000001,4.666666666666667,360.0,260.0,-500000.0,-104.0,152.0,100.23974399999999,184.1738309315414,51.411362255436245,156.43473465282906,75.8261690684586,1780.8000000000002,True,,,,,,,,,False,-254.0,52.0,59.002944,259.268200904006,207.2945321222589,0.5515647860064234,0.7317990959940062,3529.0500000000006,True
psi1.00_ld1.20_lq1.00_vdc1.00_imax1.00,1.0,1.2,1.0,1.0,1.0,0.055,0.00021600000000000002,0.00042,1.9444444444444444,360.0,260.0,-500000.0,-116.0,212.0,100.060608,241.66091947189145,45.92296120728472,161.9231357009806,18.339080528108553,3066.0,True,,,,,,,,,False,-242.0,94.0,58.863552,259.61509971494337,207.61549257098437,0.230604337280937,0.38490028505663076,3538.4999999999995,True
psi1.00_ld1.20_lq1.30_vdc1.00_imax1.00,1.0,1.2,1.3,1.0,1.0,0.055,0.00021600000000000002,0.000546,2.5277777777777777,360.0,260.0,-500000.0,-114.0,180.0,100.02960000000002,213.06337085477645,49.00103154740467,158.84506536086064,46.93662914522355,2383.2900000000004,True,,,,,,,,,False,-248.0,72.0,59.11488,258.2401982651036,206.51244551371974,1.3336513945455692,1.7598017348964277,3501.12,True
psi1.00_ld1.20_lq1.60_vdc1.00_imax1.00,1.0,1.2,1.6,1.0,1.0,0.055,0.00021600000000000002,0.0006720000000000001,3.111111111111111,360.0,260.0,-500000.0,-108.0,160.0,100.07808,193.03885619221847,52.33677859902228,155.50931830924304,66.96114380778153,1956.3600000000004,True,,,,,,,,,False,-252.0,58.0,59.129376,258.58847615468096,204.79301642390533,3.053080484359981,1.4115238453190386,3510.57,True
psi0.85_ld1.00_lq1.00_vdc1.00_imax1.00,0.85,1.0,1.0,1.0,1.0,0.04675,0.00018,0.00042,2.3333333333333335,360.0,260.0,-500000.0,-136.0,210.0,100.0314,250.1919263285688,44.916456402314,162.9296405059513,9.808073671431202,3286.2899999999995,True,,,,,,,,,False,-242.0,94.0,59.124120000000005,259.61509971494337,207.81856016237512,0.027536745890188286,0.38490028505663076,3538.4999999999995,True
psi0.85_ld1.00_lq1.30_vdc1.00_imax1.00,0.85,1.0,1.3,1.0,1.0,0.04675,0.00018,0.000546,3.033333333333333,360.0,260.0,-500000.0,-134.0,174.0,100.008936,219.61784991206886,47.13101368500528,160.71508322326002,40.38215008793114,2532.1800000000003,True,,,,,,,,,False,-248.0,72.0,59.407776,258.2401982651036,206.70085295646766,1.145243951797653,1.7598017348964277,3501.12,True
psi0.85_ld1.00_lq1.60_vdc1.00_imax1.00,0.85,1.0,1.6,1.0,1.0,0.04675,0.00018,0.0006720000000000001,3.7333333333333334,360.0,260.0,-500000.0,-120.0,158.0,100.28891999999999,198.40362899906847,51.257426939833756,156.58866996843156,61.596371000931526,2066.6100000000006,True,,,,,,,,,False,-252.0,58.0,59.41543200000001,258.58847615468096,204.93320887062407,2.9128880376412383,1.4115238453190386,3510.57,True
psi0.85_ld1.20_lq1.00_vdc1.00_imax1.15,0.85,1.2,1.0,1.0,1.15,0.04675,0.00021600000000000002,0.00042,1.9444444444444444,360.0,299.0,-500000.0,-139.0,222.0,100.04119200000001,261.92556194461054,46.340198962790886,161.50589794547443,37.074438055389464,3601.7625000000003,True,,,,,,,,,False,-283.0,88.0,55.166496,296.36632737205485,207.55864415178686,0.28745275647844437,2.6336726279451455,4611.232499999998,True
psi0.85_ld1.20_lq1.30_vdc1.00_imax1.00,0.85,1.2,1.3,1.0,1.0,0.04675,0.00021600000000000002,0.000546,2.5277777777777777,360.0,260.0,-500000.0,-130.0,186.0,100.0494,226.92730113408567,49.22194798758647,158.62414892067883,33.07269886591433,2703.54,True,,,,,,,,,False,-242.0,72.0,54.69552,252.4836628378161,207.61320094522148,0.23289596304383053,7.516337162183902,3346.77,True
psi0.85_ld1.20_lq1.30_vdc1.00_imax1.15,0.85,1.2,1.3,1.0,1.15,0.04675,0.00021600000000000002,0.000546,2.5277777777777777,360.0,299.0,-500000.0,-127.0,188.0,100.00847999999999,226.87661845152752,49.659007722569555,158.18708918569575,72.12338154847248,2702.3325000000004,True,,,,,,,,,False,-281.0,68.0,56.90783999999999,289.110705439975,207.80479114863553,0.041305759629779004,9.889294560025007,4388.2125,True
psi0.85_ld1.20_lq1.60_vdc1.00_imax1.00,0.85,1.2,1.6,1.0,1.0,0.04675,0.00021600000000000002,0.0006720000000000001,3.111111111111111,360.0,260.0,-500000.0,-126.0,160.0,100.03775999999999,203.65657367244495,51.33270057637832,156.51339633188698,56.34342632755505,2177.49,True,,,,,,,,,False,-250.0,58.0,55.940999999999995,256.6398254363496,207.5376496725356,0.3084472357297159,3.3601745636503892,3457.8599999999997,True
psi0.85_ld1.20_lq1.60_vdc1.00_imax1.15,0.85,1.2,1.6,1.0,1.15,0.04675,0.00021600000000000002,0.0006720000000000001,3.111111111111111,360.0,299.0,-500000.0,-121.0,164.0,100.295184,203.8062805705457,52.40873056364566,155.43736634461965,95.19371942945429,2180.6925,True,,,,,,,,,False,-289.0,54.0,57.845016,294.0017006753532,207.30735764665698,0.5387392616083275,4.99829932464678,4537.942499999999,True
psi0.70_ld0.80_lq1.00_vdc1.00_imax1.00,0.7,0.8,1.0,1.0,1.0,0.0385,0.000144,0.00042,2.9166666666666665,360.0,260.0,-500000.0,-154.0,206.0,100.12094400000001,257.2003110418026,43.93762272497944,163.90847418328588,2.7996889581974074,3472.98,True,,,,,,,,,False,-242.0,92.0,58.121184,258.897663179875,203.8410216484447,4.0050752598206145,1.1023368201250037,3518.9700000000003,True
psi0.70_ld0.80_lq1.30_vdc1.00_imax1.00,0.7,0.8,1.3,1.0,1.0,0.0385,0.000144,0.000546,3.791666666666667,360.0,260.0,-500000.0,-140.0,176.0,100.08768,224.89108474992955,47.22673798128902,160.6193589269763,35.10891525007045,2655.2399999999993,True,,,,,,,,,False,-248.0,72.0,59.700672000000004,258.2401982651036,206.94521979949317,0.9008771087721357,1.7598017348964277,3501.12,True
psi0.70_ld0.80_lq1.60_vdc1.00_imax1.00,0.7,0.8,1.6,1.0,1.0,0.0385,0.000144,0.0006720000000000001,4.666666666666667,360.0,260.0,-500000.0,-122.0,162.0,100.03435200000001,202.8003944769339,51.91874796677896,155.92734894148634,57.19960552306611,2159.2200000000003,True,,,,,,,,,False,-252.0,58.0,59.701488,258.58847615468096,205.15653666645397,2.6895602418113356,1.4115238453190386,3510.57,True
psi0.70_ld1.00_lq1.00_vdc1.00_imax1.15,0.7,1.0,1.0,1.0,1.15,0.0385,0.00018,0.00042,2.3333333333333335,360.0,299.0,-500000.0,-147.0,226.0,100.04568,269.60155785900054,46.73592612679108,161.11017078147424,29.398442140999464,3815.9625000000005,True,,,,,,,,,False,-279.0,90.0,56.94840000000001,293.15695454824197,207.40484178948313,0.4412551187821805,5.84304545175803,4511.902500000001,True
psi0.70_ld1.00_lq1.30_vdc1.00_imax1.00,0.7,1.0,1.3,1.0,1.0,0.0385,0.00018,0.000546,3.033333333333333,360.0,260.0,-500000.0,-140.0,186.0,100.14984,232.80034364235806,48.95381281579778,158.89228409246752,27.199656357641942,2845.29,True,,,,,,,,,False,-244.0,72.0,55.211328,254.40125785852553,207.62100394792128,0.22509296034402837,5.5987421414744745,3397.7999999999997,True
psi0.70_ld1.00_lq1.30_vdc1.00_imax1.15,0.7,1.0,1.3,1.0,1.15,0.0385,0.00018,0.000546,3.033333333333333,360.0,299.0,-500000.0,-143.0,184.0,100.28515200000001,233.03433223454437,48.539612846936656,159.30648406132866,65.96566776545563,2851.0125000000007,True,,,,,,,,,False,-289.0,68.0,58.863792000000004,296.89223634174067,207.38247952046194,0.46361738780336736,2.10776365825933,4627.6125,True
psi0.70_ld1.00_lq1.60_vdc1.00_imax1.00,0.7,1.0,1.6,1.0,1.0,0.0385,0.00018,0.0006720000000000001,3.7333333333333334,360.0,260.0,-500000.0,-126.0,166.0,100.090032,208.4034548657963,52.62739030386985,155.21870660439546,51.596545134203694,2280.18,True,,,,,,,,,False,-252.0,58.0,56.544432,258.58847615468096,207.29075167600138,0.5553452322639316,1.4115238453190386,3510.57,True
psi0.70_ld1.00_lq1.60_vdc1.00_imax1.15,0.7,1.0,1.6,1.0,1.15,0.0385,0.00018,0.0006720000000000001,3.7333333333333334,360.0,299.0,-500000.0,-131.0,162.0,100.069344,208.33866659840174,51.58195187193262,156.2641450363327,90.66133340159826,2278.7625,True,,,,,,,,,False,-281.0,56.0,59.38867200000001,286.5257405539684,207.48845157300295,0.35764533526236164,12.474259446031624,4310.0925,True
psi0.70_ld1.20_lq1.00_vdc1.00_imax1.15,0.7,1.2,1.0,1.0,1.15,0.0385,0.00021600000000000002,0.00042,1.9444444444444444,360.0,299.0,-500000.0,-155.0,238.0,100.13136000000002,284.0228864017828,48.43313180264054,159.41296510562478,14.977113598217215,4235.1224999999995,True,,,,,,,,,False,-247.0,88.0,46.932863999999995,262.20793275566626,207.18213217609616,0.6639647321691484,36.79206724433374,3609.5325,True
psi0.70_ld1.20_lq1.00_vdc1.15_imax1.15,0.7,1.2,1.0,1.15,1.15,0.0385,0.00021600000000000002,0.00042,1.9444444444444444,413.99999999999994,299.0,-500000.0,-155.0,238.0,100.13136000000002,284.0228864017828,48.43313180264054,190.58987964186454,14.977113598217215,4235.1224999999995,True,,,,,,,,,False,-257.0,102.0,55.647936,276.5013562353718,238.82928009563764,0.1937313488674306,22.498643764628184,4013.7825,True
psi0.70_ld1.20_lq1.30_vdc1.00_imax1.00,0.7,1.2,1.3,1.0,1.0,0.0385,0.00021600000000000002,0.000546,2.5277777777777777,360.0,260.0,-500000.0,-144.0,194.0,100.12728,241.60298011407062,50.38904778126033,157.45704912700498,18.39701988592938,3064.53,True,,,,,,,,,False,-246.0,68.0,48.82944,255.22539058643832,207.80948754505923,0.036609363206082435,4.774609413561677,3419.85,True
psi0.70_ld1.20_lq1.30_vdc1.00_imax1.15,0.7,1.2,1.3,1.0,1.15,0.0385,0.00021600000000000002,0.000546,2.5277777777777777,360.0,299.0,-500000.0,-147.0,192.0,100.23552,241.81191037663964,49.97718904828561,157.86890785997969,57.188089623360355,3069.8325000000004,True,,,,,,,,,False,-257.0,66.0,48.83076,265.33940529065785,207.53932932457425,0.3067675836910553,33.66059470934215,3696.2624999999994,True
psi0.70_ld1.20_lq1.30_vdc1.15_imax1.00,0.7,1.2,1.3,1.15,1.0,0.0385,0.00021600000000000002,0.000546,2.5277777777777777,413.99999999999994,260.0,-500000.0,-144.0,194.0,100.12728,241.60298011407062,50.38904778126033,188.63396366324474,18.39701988592938,3064.53,True,,,,,,,,,False,-246.0,80.0,57.446400000000004,258.68127106537884,238.89237735464062,0.1306340898644578,1.3187289346211628,3513.0899999999992,True
psi0.70_ld1.20_lq1.30_vdc1.15_imax1.15,0.7,1.2,1.3,1.15,1.15,0.0385,0.00021600000000000002,0.000546,2.5277777777777777,413.99999999999994,299.0,-500000.0,-147.0,192.0,100.23552,241.81191037663964,49.97718904828561,189.04582239621948,57.188089623360355,3069.8325000000004,True,,,,,,,,,False,-269.0,76.0,58.035120000000006,279.5299626158169,238.15036995310297,0.8726414914021063,19.470037384183115,4102.192499999999,True
