speed_rpm,omega_e_rad_s,freq_hz,target_torque_nm,baseline_iron_loss_w,min_current_target_feasible,min_current_target_id_a,min_current_target_iq_a,min_current_target_torque_nm,min_current_target_current_a,min_current_target_voltage_v,min_current_target_copper_loss_w,min_current_target_iron_loss_w,min_current_target_total_loss_w,min_current_target_efficiency_pct,min_current_target_lambda_d_wb,min_current_target_lambda_q_wb,min_current_target_b_peak_t,max_feasible_torque_feasible,max_feasible_torque_id_a,max_feasible_torque_iq_a,max_feasible_torque_torque_nm,max_feasible_torque_current_a,max_feasible_torque_voltage_v,max_feasible_torque_copper_loss_w,max_feasible_torque_iron_loss_w,max_feasible_torque_total_loss_w,max_feasible_torque_efficiency_pct,max_feasible_torque_lambda_d_wb,max_feasible_torque_lambda_q_wb,max_feasible_torque_b_peak_t
10000.0,4188.790204786391,666.6666666666227,100.0,136532.03215610844,False,,,,,,,,,,,,,True,-236.0,108.0,72.34272000000001,259.53805116013336,206.08135292454148,3536.399999999999,99940.54484714971,103476.9448471497,42.26714359269971,0.012519999999999996,0.045360000000000004,4.236540763552511
10250.0,4293.50995990605,683.3333333332882,100.0,143344.73110333388,False,,,,,,,,,,,,,True,-236.0,106.0,71.00304,258.7121953059036,207.52198395112217,3513.9300000000007,101349.73840164408,104863.66840164408,42.08882250349847,0.012519999999999996,0.044520000000000004,4.163688770381163
10500.0,4398.22971502571,699.9999999999538,100.0,150322.6536946452,False,,,,,,,,,,,,,True,-238.0,102.0,68.61744000000002,258.93628559937287,204.8550965045013,3520.0200000000004,98548.60978798225,102068.62978798225,42.50219780049528,0.012159999999999997,0.04284,4.009321144553259
10750.0,4502.94947014537,716.6666666666193,100.0,157465.77886275484,False,,,,,,,,,,,,,True,-240.0,100.0,67.56,260.0,205.48280530351119,3548.9999999999995,99072.78312818169,102621.78312818169,42.56562789275024,0.011799999999999998,0.042,3.9277324710872814
11000.0,4607.669225265029,733.3333333332849,100.0,164774.08627979297,False,,,,,,,,,,,,,True,-240.0,98.0,66.2088,259.2373429890069,206.3137406230294,3528.209999999999,99865.92959951406,103394.13959951405,42.450491056371234,0.011799999999999998,0.04116,3.8549791082680915
11250.0,4712.38898038469,749.9999999999505,100.0,172247.5563150383,False,,,,,,,,,,,,,True,-240.0,96.0,64.85759999999999,258.48791074245617,206.98060240433492,3507.8399999999992,100498.18692125581,104006.0269212558,42.35165306573447,0.011799999999999998,0.04032,3.782338462153008
11500.0,4817.10873550435,766.6666666666163,100.0,179886.16999595682,False,,,,,,,,,,,,,True,-242.0,94.0,63.77712,259.61509971494337,207.05530490500774,3538.4999999999995,100471.27246269386,104009.77246269386,42.477276081413876,0.011439999999999999,0.03948,3.700665863282308
11750.0,4921.82849062401,783.3333333332818,100.0,187689.90897222218,False,,,,,,,,,,,,,True,-242.0,92.0,62.420159999999996,258.897663179875,207.37626726320968,3518.9700000000003,100758.34630938174,104277.31630938174,42.41451725807101,0.011439999999999999,0.03864,3.628088430766054
12000.0,5026.548245743669,799.9999999999474,100.0,195658.75548243144,False,,,,,,,,,,,,,True,-242.0,90.0,61.063199999999995,258.1937257177254,207.53460525083045,3499.86,100883.18078843736,104383.04078843736,42.36716830114181,0.011439999999999999,0.0378,3.55563809288888
12250.0,5131.268000863329,816.6666666666129,100.0,203792.69232326082,False,,,,,,,,,,,,,True,-244.0,88.0,59.959680000000006,259.3838853899756,207.05572783656612,3532.2,100300.2283214576,103832.4283214576,42.55458577677518,0.01108,0.03696,3.473877243382808
12500.0,5235.987755982988,833.3333333332785,100.0,212091.70282083776,False,,,,,,,,,,,,,True,-244.0,86.0,58.596959999999996,258.7121953059036,206.86959174063523,3513.9300000000007,100080.69689715125,103594.62689715126,42.54251148518855,0.01108,0.03612,3.4015051375727614
12750.0,5340.707511102649,849.9999999999441,100.0,220555.77080412675,False,,,,,,,,,,,,,True,-246.0,84.0,57.47616000000001,259.9461482692136,206.0194347494949,3547.5299999999993,99129.56039895013,102677.09039895012,42.77211299147836,0.01072,0.03528,3.3197103132932138
13000.0,5445.427266222308,866.6666666666097,100.0,229184.8805801522,False,,,,,,,,,,,,,True,-246.0,82.0,56.107679999999995,259.3067681338071,205.48959137890517,3530.1000000000004,98570.86398378732,102100.96398378733,42.795304305728166,0.01072,0.03444,3.2474248529755463
13250.0,5550.147021341968,883.3333333332752,100.0,237979.01691089704,False,,,,,,,,,,,,,True,-246.0,80.0,54.739200000000004,258.68127106537884,204.79995987621479,3513.0899999999992,97856.84588056183,101369.93588056182,42.8330382968214,0.01072,0.033600000000000005,3.1752950325299936
13500.0,5654.8667764616275,899.9999999999407,100.0,246938.1649917353,False,,,,,,,,,,,,,True,-248.0,78.0,53.59536,259.97692205270835,203.39526916408101,3548.3699999999994,96370.96173690289,99919.33173690288,43.126827563893116,0.010359999999999994,0.032760000000000004,3.093405109579176
13750.0,5759.586531581287,916.6666666666063,100.0,256062.31043126882,False,,,,,,,,,,,,,True,-248.0,78.0,53.59536,259.97692205270835,206.99334485109426,3548.3699999999994,99931.78300997202,103480.15300997201,42.71849063516363,0.010359999999999994,0.032760000000000004,3.093405109579176
14000.0,5864.306286700947,933.3333333332718,100.0,265351.43923245376,False,,,,,,,,,,,,,True,-248.0,76.0,52.221120000000006,259.3838853899756,205.87834537226317,3532.2,98791.08644185693,102323.28644185692,42.79890725152909,0.010359999999999994,0.031920000000000004,3.021384294086723
14250.0,5969.026041820606,949.9999999999374,100.0,274805.5377749125,False,,,,,,,,,,,,,True,-248.0,74.0,50.84688,258.80494585691366,204.60623872940099,3516.4500000000003,97503.36676749171,101019.8167674917,42.89323343667533,0.010359999999999994,0.03108,2.949543979920587
14500.0,6073.745796940267,966.666666666603,100.0,284424.5927983362,False,,,,,,,,,,,,,True,-248.0,72.0,49.47264,258.2401982651036,203.17841550097106,3501.12,96073.19282200071,99574.3128220007,43.001173231759395,0.010359999999999994,0.030240000000000003,2.8778976845548416
14750.0,6178.465552059927,983.3333333332687,100.0,294208.5913868944,False,,,,,,,,,,,,,True,-248.0,72.0,49.47264,258.2401982651036,206.52581767302988,3501.12,99378.04059806911,102879.16059806911,42.62030468786509,0.010359999999999994,0.030240000000000003,2.8778976845548416
