speed_rpm,target_torque_nm,state,flux_scale,psi_f_wb,ke_relative,id_a,iq_a,torque_nm,current_a,voltage_v,voltage_margin_v,current_margin_a,copper_loss_w,feasible
17500.0,100.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
17750.0,100.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
17750.0,100.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
17750.0,100.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
17750.0,100.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
18000.0,100.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
18000.0,100.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
18000.0,100.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
18000.0,100.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
0.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,6.860357133560906,200.9857397747044,63.989796183974136,2017.0499999999997,True
0.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,7.457217979917177,200.38887892834813,46.93662914522355,2383.2900000000004,True
0.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,8.09643131262163,199.74966559564368,28.673391067953446,2809.379999999999,True
0.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,8.792178342140247,199.05391856612505,8.794904510278684,3312.9600000000005,True
250.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,14.76430410354988,193.08179280471543,63.989796183974136,2017.0499999999997,True
250.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,14.953821677432543,192.89227523083275,46.93662914522355,2383.2900000000004,True
250.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,15.454972692700402,192.3911242155649,28.673391067953446,2809.379999999999,True
250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,15.893488577335498,191.95260833092982,8.794904510278684,3312.9600000000005,True
500.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,23.133652900955646,184.71244400730967,63.989796183974136,2017.0499999999997,True
500.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,23.066537419679452,184.77955948858585,46.93662914522355,2383.2900000000004,True
500.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,23.733069815486704,184.1130270927786,28.673391067953446,2809.379999999999,True
500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,24.142123713041457,183.70397319522385,8.794904510278684,3312.9600000000005,True
750.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,31.600762057890012,176.2453348503753,63.989796183974136,2017.0499999999997,True
750.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,31.320204298807877,176.52589260945743,46.93662914522355,2383.2900000000004,True
750.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,32.22979158796956,175.61630532029574,28.673391067953446,2809.379999999999,True
750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,32.68057335258539,175.16552355567993,8.794904510278684,3312.9600000000005,True
1000.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,40.10375885069331,167.742338057572,63.989796183974136,2017.0499999999997,True
1000.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,39.626846065732046,168.21925084253326,46.93662914522355,2383.2900000000004,True
1000.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,40.808807502102724,167.03728940616259,28.673391067953446,2809.379999999999,True
1000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,41.32960429270574,166.51649261555957,8.794904510278684,3312.9600000000005,True
1250.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,48.62381957937321,159.2222773288921,63.989796183974136,2017.0499999999997,True
1250.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,47.95894435793968,159.88715255032562,46.93662914522355,2383.2900000000004,True
1250.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,49.42728512356241,158.41881178470288,28.673391067953446,2809.379999999999,True
1250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,50.031900687357236,157.81419622090806,8.794904510278684,3312.9600000000005,True
1500.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,57.15331339684521,150.6927835114201,63.989796183974136,2017.0499999999997,True
1500.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,56.30519906501755,151.54089784324776,46.93662914522355,2383.2900000000004,True
1500.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,58.06765623503957,149.77844067322573,28.673391067953446,2809.379999999999,True
1500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,58.763803151664085,149.08229375660122,8.794904510278684,3312.9600000000005,True
1750.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,65.68856581785195,142.15753109041336,63.989796183974136,2017.0499999999997,True
1750.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,64.66012853828177,143.18596836998353,46.93662914522355,2383.2900000000004,True
1750.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,66.72141580915427,141.12468109911106,28.673391067953446,2809.379999999999,True
1750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,67.51382535722209,140.33227155104322,8.794904510278684,3312.9600000000005,True
2000.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,74.22759036498641,133.6185065432789,63.989796183974136,2017.0499999999997,True
2000.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,73.02075517574136,134.82534173252395,46.93662914522355,2383.2900000000004,True
2000.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,75.38395316994145,132.46214373832385,28.673391067953446,2809.379999999999,True
2000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,76.27573170375655,131.57036520450876,8.794904510278684,3312.9600000000005,True
2250.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,82.7692195734373,125.07687733482801,63.989796183974136,2017.0499999999997,True
2250.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,81.38532320570195,126.46077370256336,46.93662914522355,2383.2900000000004,True
2250.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,84.05255441972203,123.79354248854328,28.673391067953446,2809.379999999999,True
2250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,85.04584915550808,122.80024775275723,8.794904510278684,3312.9600000000005,True
2500.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,91.31272250577803,116.53337440248728,63.989796183974136,2017.0499999999997,True
2500.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,89.75273067249903,118.09336623576628,46.93662914522355,2383.2900000000004,True
2500.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,92.72551889547596,115.12057801278935,28.673391067953446,2809.379999999999,True
2500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,93.82187511065544,114.02422179760987,8.794904510278684,3312.9600000000005,True
2750.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,99.85761823344404,107.98847867482127,63.989796183974136,2017.0499999999997,True
2750.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,98.1222511770714,109.7238457311939,46.93662914522355,2383.2900000000004,True
2750.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,101.40172703358036,106.44436987468495,28.673391067953446,2809.379999999999,True
2750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,102.6022934394618,105.2438034688035,8.794904510278684,3312.9600000000005,True
3000.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,108.40357739628794,99.44251951197737,63.989796183974136,2017.0499999999997,True
3000.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,106.49338651745005,101.35271039081526,46.93662914522355,2383.2900000000004,True
3000.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,110.08041186947274,97.76568503879257,28.673391067953446,2809.379999999999,True
3000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,111.38606541150219,96.46003149676312,8.794904510278684,3312.9600000000005,True
3250.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,116.95036686811811,90.8957300401472,63.989796183974136,2017.0499999999997,True
3250.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,114.86578363841122,92.9803132698541,46.93662914522355,2383.2900000000004,True
3250.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,118.76103043639905,89.08506647186626,28.673391067953446,2809.379999999999,True
3250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,120.17245564493331,87.673641263332,8.794904510278684,3312.9600000000005,True
3500.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,125.49781700921946,82.34827989904585,63.989796183974136,2017.0499999999997,True
3500.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,123.23918537863739,84.60691152962792,46.93662914522355,2383.2900000000004,True
3500.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,127.44318759463128,80.40290931363403,28.673391067953446,2809.379999999999,True
3500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,128.9609289772352,78.88516793103011,8.794904510278684,3312.9600000000005,True
3750.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,134.0458014366334,73.8002954716319,63.989796183974136,2017.0499999999997,True
3750.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,131.61339999303485,76.23269691523046,46.93662914522355,2383.2900000000004,True
3750.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,136.12658895031495,71.71950795795036,28.673391067953446,2809.379999999999,True
3750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,137.75108670594776,70.09501020231755,8.794904510278684,3312.9600000000005,True
4000.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,142.5942240650611,65.25187284320421,63.989796183974136,2017.0499999999997,True
4000.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,139.9882816012668,67.8578153069985,46.93662914522355,2383.2900000000004,True
4000.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,144.81101068364293,63.035086224622376,28.673391067953446,2809.379999999999,True
4000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,146.54262572278276,61.30347118548255,8.794904510278684,3312.9600000000005,True
4250.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,151.143010542539,56.70308636572631,63.989796183974136,2017.0499999999997,True
4250.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,148.36371725134532,59.48237965691999,46.93662914522355,2383.2900000000004,True
4250.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,153.49627960374428,54.349817304521025,28.673391067953446,2809.379999999999,True
4250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,155.33531149692158,52.51078541134373,8.794904510278684,3312.9600000000005,True
4500.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,159.69210243535824,48.15399447290707,63.989796183974136,2017.0499999999997,True
4500.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,156.73961812704303,51.10647878122228,46.93662914522355,2383.2900000000004,True
4500.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,162.18225960371277,45.663837304552544,28.673391067953446,2809.379999999999,True
4500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,164.12895972686763,43.717137181397675,8.794904510278684,3312.9600000000005,True
4750.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,168.24145318501482,39.60464372325049,63.989796183974136,2017.0499999999997,True
4750.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,165.11591342931786,42.73018347894745,46.93662914522355,2383.2900000000004,True
4750.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,170.8688422420654,36.97725466619991,28.673391067953446,2809.379999999999,True
4750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,172.9234235818324,34.922673326432914,8.794904510278684,3312.9600000000005,True
5000.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,176.79102523771905,31.055071670546255,63.989796183974136,2017.0499999999997,True
5000.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,173.49254602892097,34.35355087934434,46.93662914522355,2383.2900000000004,True
5000.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,179.55594005524887,28.29015685301644,28.673391067953446,2809.379999999999,True
5000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,181.71858464273797,26.127512265527344,8.794904510278684,3312.9600000000005,True
5250.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,185.34078796805574,22.505308940209574,63.989796183974136,2017.0499999999997,True
5250.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,181.86946931964448,25.97662758862083,46.93662914522355,2383.2900000000004,True
5250.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,188.24348172010357,19.602615188161735,28.673391067953446,2809.379999999999,True
5250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,190.5143463493446,17.331750558920703,8.794904510278684,3312.9600000000005,True
5500.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,193.89071615178855,13.955380756476757,63.989796183974136,2017.0499999999997,True
5500.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,190.2466449024358,17.599452005829505,46.93662914522355,2383.2900000000004,True
5500.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,196.93140849567985,10.914688412585463,28.673391067953446,2809.379999999999,True
5500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-152.0,200.0,80.076,251.20509548972132,199.3106291805235,8.535467727741803,8.794904510278684,3312.9600000000005,True
5750.0,80.0,psi_100pct,1.0,0.055,1.0,-94.0,172.0,80.04192,196.01020381602586,202.44078882553495,5.4053080827303575,63.989796183974136,2017.0499999999997,True
5750.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,198.62404085525625,9.222056053009055,46.93662914522355,2383.2900000000004,True
5750.0,80.0,psi_70pct,0.7,0.0385,0.7,-126.0,194.0,80.01336,231.32660893204655,205.61967156641472,2.226425341850586,28.673391067953446,2809.379999999999,True
5750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-158.0,196.0,80.16792000000001,251.75384803414624,204.11078295930093,3.735313948964375,8.246151965853755,3327.45,True
6000.0,80.0,psi_100pct,1.0,0.055,1.0,-102.0,168.0,80.11584,196.5400722499104,205.72946889431694,2.1166280139483717,63.459927750089605,2027.97,True
6000.0,80.0,psi_85pct,0.85,0.04675,0.85,-114.0,180.0,80.03880000000001,213.06337085477645,207.00163042285453,0.8444664854107771,46.93662914522355,2383.2900000000004,True
6000.0,80.0,psi_70pct,0.7,0.0385,0.7,-136.0,188.0,80.24592000000001,232.03448019637082,207.4659693737741,0.3801275344912085,27.965519803629178,2826.6,True
6000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-170.0,188.0,80.14440000000002,253.46400138875737,204.47759641194182,3.3685004963234917,6.535998611242633,3372.81,True
6250.0,80.0,psi_100pct,1.0,0.055,1.0,-114.0,162.0,80.05392,198.09088823063013,205.84280069251932,2.0032962157459906,61.90911176936987,2060.0999999999995,True
6250.0,80.0,psi_85pct,0.85,0.04675,0.85,-126.0,174.0,80.37755999999999,214.83016547961788,207.57389283579266,0.2722040724726469,45.169834520382125,2422.98,True
6250.0,80.0,psi_70pct,0.7,0.0385,0.7,-152.0,178.0,80.07864,234.0683660813652,204.13314353542748,3.7129533728378306,25.931633918634788,2876.37,True
6250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,-180.0,182.0,80.2074,255.97656142701817,206.42078316653377,1.425313741731543,4.023438572981831,3440.0100000000007,True
6500.0,80.0,psi_100pct,1.0,0.055,1.0,-124.0,158.0,80.35248,200.84820138602188,207.7593512356619,0.08674567260339927,59.151798613978116,2117.850000000001,True
6500.0,80.0,psi_85pct,0.85,0.04675,0.85,-136.0,168.0,80.02512000000002,216.14809737770074,207.80726695880503,0.03882994946027907,43.851902622299264,2452.7999999999997,True
6500.0,80.0,psi_70pct,0.7,0.0385,0.7,-160.0,174.0,80.2836,236.3810483097154,207.1414368066757,0.7046601015896101,23.618951690284604,2933.4900000000002,True
6500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
6750.0,80.0,psi_100pct,1.0,0.055,1.0,-138.0,152.0,80.36544,205.2997808084558,206.29099487311257,1.5551020351527427,54.70021919154419,2212.77,True
6750.0,80.0,psi_85pct,0.85,0.04675,0.85,-150.0,162.0,80.43299999999999,220.78043391568917,206.98007991808848,0.8660169901768313,39.21956608431083,2559.06,True
6750.0,80.0,psi_70pct,0.7,0.0385,0.7,-172.0,168.0,80.41824,240.4329428343795,207.31562538433607,0.5304715239292364,19.567057165620497,3034.92,True
6750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
7000.0,80.0,psi_100pct,1.0,0.055,1.0,-148.0,148.0,80.38176,209.30360723121808,207.21478658480265,0.6313103234626567,50.69639276878192,2299.92,True
7000.0,80.0,psi_85pct,0.85,0.04675,0.85,-162.0,156.0,80.14968,224.89997776789573,205.84447527272604,2.0016216355392658,35.100022232104266,2655.45,True
7000.0,80.0,psi_70pct,0.7,0.0385,0.7,-184.0,162.0,80.34552,245.15301344262525,207.05722603320618,0.788870875059132,14.846986557374748,3155.249999999999,True
7000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
7250.0,80.0,psi_100pct,1.0,0.055,1.0,-158.0,144.0,80.28288,213.7755832643195,207.70422523055547,0.14187167770984388,46.22441673568051,2399.2499999999995,True
7250.0,80.0,psi_85pct,0.85,0.04675,0.85,-172.0,152.0,80.28336,229.53866776645717,206.87079863784618,0.9752982704191311,30.461332233542834,2766.1200000000003,True
7250.0,80.0,psi_70pct,0.7,0.0385,0.7,-196.0,156.0,80.06544,250.50349298961882,206.39922894701982,1.4468679612454878,9.49650701038118,3294.48,True
7250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
7500.0,80.0,psi_100pct,1.0,0.055,1.0,-168.0,140.0,80.0688,218.6869909253863,207.7678036237507,0.07829328451461492,41.31300907461369,2510.7599999999998,True
7500.0,80.0,psi_85pct,0.85,0.04675,0.85,-182.0,148.0,80.30184,234.58047659598614,207.5503079941819,0.2957889140834027,25.41952340401386,2888.97,True
7500.0,80.0,psi_70pct,0.7,0.0385,0.7,-210.0,150.0,80.01,258.0697580112788,205.40545425225102,2.4406426560142904,1.9302419887212068,3496.5,True
7500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
7750.0,80.0,psi_100pct,1.0,0.055,1.0,-180.0,136.0,80.1312,225.6014184352572,207.03604611771712,0.8100507905481891,34.39858156474281,2672.04,True
7750.0,80.0,psi_85pct,0.85,0.04675,0.85,-194.0,144.0,80.61984000000001,241.60298011407062,207.72081769765896,0.12527921060635094,18.39701988592938,3064.53,True
7750.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
7750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
8000.0,80.0,psi_100pct,1.0,0.055,1.0,-192.0,132.0,80.05536,232.99785406737118,205.91876648604352,1.927330422221786,27.00214593262882,2850.12,True
8000.0,80.0,psi_85pct,0.85,0.04675,0.85,-204.0,140.0,80.3964,247.41867350707383,207.7807508906288,0.06534601763650016,12.581326492926166,3213.8399999999997,True
8000.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
8000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
8250.0,80.0,psi_100pct,1.0,0.055,1.0,-202.0,130.0,80.71440000000001,240.21656895393374,207.5472258229227,0.2988710853425971,19.783431046066255,3029.4599999999996,True
8250.0,80.0,psi_85pct,0.85,0.04675,0.85,-214.0,136.0,80.05776,253.55867171130237,207.55518494654294,0.2909119617223723,6.441328288697633,3375.3300000000004,True
8250.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
8250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
8500.0,80.0,psi_100pct,1.0,0.055,1.0,-212.0,126.0,80.04528,246.61711213944582,206.1471616023436,1.698935305921708,13.382887860554177,3193.05,True
8500.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
8500.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
8500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
8750.0,80.0,psi_100pct,1.0,0.055,1.0,-220.0,124.0,80.20320000000001,252.53910588263355,207.67754716569354,0.1685497425717699,7.4608941173664505,3348.2400000000002,True
8750.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
8750.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
8750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
9000.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
9000.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
9000.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
9000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
9250.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
9250.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
9250.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
9250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
9500.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
9500.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
9500.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
9500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
9750.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
9750.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
9750.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
9750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
10000.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
10000.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
10000.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
10000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
10250.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
10250.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
10250.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
10250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
10500.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
10500.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
10500.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
10500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
10750.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
10750.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
10750.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
10750.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
11000.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
11000.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
11000.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
11000.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
11250.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
11250.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
11250.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
11250.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
11500.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
11500.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
11500.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
11500.0,80.0,psi_55pct,0.55,0.030250000000000003,0.55,,,,,,,,,False
11750.0,80.0,psi_100pct,1.0,0.055,1.0,,,,,,,,,False
11750.0,80.0,psi_85pct,0.85,0.04675,0.85,,,,,,,,,False
11750.0,80.0,psi_70pct,0.7,0.0385,0.7,,,,,,,,,False
