k_mod,svpwm_vmax_factor,vmax_v,target_max_speed_rpm,target_boundary_voltage_margin_v,target_boundary_copper_loss_w,harmonic_current_rms_ratio,inverter_loss_multiplier,torque_ripple_ratio,tradeoff_score
1.0,0.5773502691896258,207.8460969082653,6000.0,1.613245960624056,3041.2200000000003,0.0,1.0,0.0,5969.5878
1.04,0.600444279957211,216.15994078459593,7000.0,0.7269021392296509,3477.81,0.07200000000000006,1.0064,0.10000000000000009,6856.63932016
1.08,0.6235382907247959,224.47378466092653,7000.0,0.19949969220914454,3298.0499999999997,0.14400000000000013,1.0128,0.20000000000000018,6749.877349599999
1.12,0.646632301492381,232.78762853725718,7000.0,2.4622787394072816,3179.3999999999996,0.2160000000000002,1.0192,0.30000000000000027,6642.5155552
